,id,age,gender,gender[other],experiencePacman,experienceAI2[6],experienceAI2[1],experienceAI2[2],experienceAI2[3],experienceAI2[4],experienceAI2[5],experienceAI2[other],outcomeAI[1],condition,retrospection1[1],retrospection1[2],retrospection1[3],retrospection1[4],retrospection1[5],retrospection1[6],slider0,slider1,slider2,slider3,slider4,Intention1,RetrospectionConf1[predictConf1],UsedCounterfactual1,retrospection2[1],retrospection2[2],retrospection2[3],retrospection2[4],retrospection2[5],retrospection2[6],slider5,slider6,slider7,slider8,slider9,Intention2,RetrospectionConf2[predictConf1],UsedCounterfactual2,retrospection3[1],retrospection3[2],retrospection3[3],retrospection3[4],retrospection3[5],retrospection3[6],slider10,slider11,slider12,slider13,slider14,Intention3,RetrospectionConf3[predictConf1],UsedCounterfactual3,explSatisfaction1[1],explSatisfaction1[2],explSatisfaction1[3],explSatisfaction1[4],comment1,sliderLeft0,sliderRight0,sliderLeft1,sliderRight1,sliderLeft2,sliderLeft3,sliderRight3,sliderLeft4,sliderRight4,sliderRight2,trustPoints1,trustSurvive1,trustConfidence1[confidence1],trustUsedCF1,sliderLeft5,sliderRight5,sliderLeft6,sliderRight6,sliderLeft7,sliderLeft8,sliderRight8,sliderLeft9,sliderRight9,sliderRight7,trustPoints2,trustSurvive2,trustConfidence2[confidence1],trustUsedCF2,sliderLeft10,sliderRight10,sliderLeft11,sliderRight11,sliderLeft12,sliderLeft13,sliderRight13,sliderLeft14,sliderRight14,sliderRight12,trustPoints3,trustSurvive3,trustConfidence3[confidence1],trustUsedCF3,explSatisfaction2[1],explSatisfaction2[2],explSatisfaction2[3],explSatisfaction2[4],comment2,bonus,retroTime,trustTime,totalTime,retrospection1Goal,retrospection1Points,retrospection1Pacman,retrospection2Goal,retrospection2Points,retrospection2Pacman,retrospection3Goal,retrospection3Points,retrospection3Pacman,trustPoints1correct,trustSurvive1correct,trustPoints2correct,trustPoints3correct,trustSurvive3correct,agent1_slider_sum,agent2_slider_sum,agent3_slider_sum,retroScoreTotal,retroGoalTotal,retroPacmanTotal,trustPointsTotal,trustSurviveTotal,trustTotal,trust1_slider_sum,trust2_slider_sum,trust3_slider_sum,retroSliders,trustSliders,explSatisfactionRetroAvg,explSatisfactionTrustAvg,used_Counterfactual_retro,used_Counterfactual_trust
55,171,34.0,1.0,,2.0,,Y,,,,,,5.0,2,,Y,,,Y,,1.0,1.0,-1.0,1.0,1.0,"This agent's primary goal is to chomp up the ghost baddies, and it displays some talent in predicting where the ghosts will be. In order for the counterfactual statement to be true, it will do things such as assume it's gobbled up the ghost baddie already in its path so it's free to move in the prompted direction, or moving the ghost baddies TO the prompted direction so it would make more sense for it to move there. This agent knows how to play the game",5.0,Y,Y,Y,,,,,1.0,1.0,1.0,1.0,1.0,"It's very hard to make sense of what the AI is doing to make the counterfactual statement true. Most of the time it results in pacman simply disappearing from the game altogether. It did not seem to be attempting to change the situation so that it would be in the path of a pill, or gobble a ghost. It's answer was just to kind of do nothing or poof altogether. Very confusing behavior and I can't make sense of it.",1.0,Y,Y,,,Y,,,1.0,1.0,1.0,1.0,1.0,"The only conclusion I can draw is that this AI isn't aware of how pacman works? It knows to avoid ghosts, but when you prompt it to 'move up' instead of 'move down', it's action becomes a paradox. It can't move up without dying. So... it seems to just magically teleport itself across the entire map into a position where it can move up (and away from a ghost). This one is very confusing to me. Every single counterfactual image is just an image that defies all sense of logic in the rules of the game and involves pacman warping great distances to make the moves. Maybe I'm misunderstanding something, but it seems this agent is incapable of sticking to the prompt without breaking the laws of the game itself.",1.0,Y,2.0,2.0,2.0,2.0,"Most of the counterfactual images were very difficult to discern any sense of logic or reasoning in. Sometimes pacman just vanished or the details became too murky to understand what was going on. Often the AI seemed to be making the most obscure choice to make the prompt true, or simply didn't make the prompt true at all. I don't know if I was just haivng trouble interpreting or if it was meant to be like this, but I sure did try.",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,6.0,Y,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,6.0,Y,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,Y,2.0,2.0,2.0,2.0,"Nothing distinct from the last time I answered this form! The images haven't changed and neither has my interpretation, except that I'm slightly more forgiving of the first agent I assessed.",30.0,980.6999999999999,140.59,1121.29,1,0,0,0,0,1,1,1,1,1,0,1,0,1,3.0,5.0,5.0,1,2,2,2,1,3,-10.0,-10.0,6.0,13.0,-14.0,2.0,2.0,3.0,3.0
57,173,35.0,1.0,,4.0,,Y,,,,,,4.0,1,,,Y,,Y,,1.0,1.0,1.0,1.0,1.0,THe AI agent moved to eat nearby blue ghosts or a power pill if the ghosts were normal.,5.0,Y,,,Y,,,,1.0,1.0,1.0,1.0,1.0,The AI agent attempted to move towards a power pill if one was nearby. It did not consistently change any strategy based on any other objects.,2.0,Y,Y,,,Y,,,1.0,1.0,1.0,1.0,1.0,The AI agent consistently made moves in a direction to avoid ghosts.,6.0,Y,4.0,3.0,2.0,5.0,No.,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,Y,0.67,0.46,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,Y,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,Y,4.0,2.0,3.0,4.0,No.,50.0,486.63,187.25,673.88,1,0,0,1,1,0,1,1,1,1,1,1,1,1,5.0,5.0,5.0,2,3,1,3,2,5,6.0,3.13,10.0,15.0,19.13,3.5,3.25,3.0,3.0
58,174,43.0,2.0,,3.0,,Y,Y,Y,,,,3.0,0,Y,Y,,,Y,,-1.0,-1.0,-1.0,-1.0,-1.0,Pacman was trying to eat the pills. ,7.0,,Y,Y,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,Pacman is trying to stay away from the blue ghosts to eat the pills.,7.0,,Y,,Y,,,,-1.0,-1.0,-1.0,-1.0,-1.0,The pacman is trying to get away from the ghosts. ,4.0,,5.0,5.0,3.0,5.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,5.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,4.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,6.0,,5.0,5.0,3.0,5.0,,15.0,248.10999999999999,146.37,394.48,0,0,0,0,0,1,0,0,1,0,1,0,1,0,-5.0,-5.0,-5.0,0,0,2,1,1,2,-10.0,-10.0,-10.0,-15.0,-30.0,4.5,4.5,0.0,0.0
59,176,43.0,1.0,,3.0,Y,,,,,,,4.0,0,,Y,,Y,,,-1.0,-1.0,-1.0,-1.0,-1.0,To collect all of the pills and to stay away from the ghosts.,5.0,,,Y,Y,,,,-1.0,-1.0,-1.0,-1.0,-1.0,That way you can get the power pills and kill the ghost.,4.0,,,Y,,Y,,,-1.0,-1.0,-1.0,-1.0,-1.0,To get all of the pills and to keep away from the ghost.,7.0,,4.0,4.0,3.0,4.0,no,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,5.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,5.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,3.0,,3.0,5.0,2.0,4.0,no,20.0,348.05,133.99,482.04,0,0,0,1,0,0,1,0,0,0,1,1,1,0,-5.0,-5.0,-5.0,0,2,0,2,1,3,-10.0,-10.0,-10.0,-15.0,-30.0,3.75,3.5,0.0,0.0
61,181,42.0,1.0,,3.0,,Y,,,,,,4.0,2,Y,,,,Y,,1.0,1.0,1.0,1.0,1.0,The AI agent will actively pursue blue ghosts,5.0,Y,,,Y,,Y,,1.0,1.0,1.0,1.0,1.0,The AI agent will attempt to get a power pill and then pursue the ghosts while they're blue,5.0,Y,Y,,,Y,,,1.0,1.0,1.0,1.0,1.0,The AI agent will move away from ghosts at all times,6.0,Y,4.0,3.0,4.0,3.0,It was sometimes hard to see where pacman was in the counterfactual images,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,6.0,Y,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,7.0,Y,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,6.0,Y,4.0,3.0,4.0,3.0,,45.0,367.85,72.68,440.53000000000003,1,1,1,1,0,0,1,1,1,1,1,0,1,1,5.0,5.0,5.0,2,3,2,2,2,4,-10.0,-10.0,-10.0,15.0,-30.0,3.5,3.5,3.0,3.0
62,182,38.0,2.0,,2.0,,,Y,,,,,3.0,0,,,Y,,Y,,-1.0,-1.0,-1.0,-1.0,-1.0,Earn points by eating ghosts,3.0,,,Y,Y,,,,-1.0,-1.0,-1.0,-1.0,-1.0,I believe they are simply using the super pills in order to be safe to get as many regular pills as possible.,4.0,,,,,Y,,,-1.0,-1.0,-1.0,-1.0,-1.0,trying to avoid the ghosts,4.0,,2.0,2.0,5.0,2.0,It was hard to make any determinations definitively.,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,4.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,4.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,4.0,,2.0,2.0,5.0,2.0,no,40.0,613.0699999999999,145.32999999999998,758.3999999999999,1,0,0,1,0,0,1,1,0,1,1,1,1,1,-5.0,-5.0,-5.0,1,3,0,3,2,5,-10.0,-10.0,-10.0,-15.0,-30.0,2.75,2.75,0.0,0.0
63,183,42.0,2.0,,3.0,,Y,Y,,Y,,,4.0,1,,,,,Y,,1.0,1.0,1.0,1.0,1.0,It's primarily trying to catch blue ghosts. ,4.0,Y,,,Y,,Y,,1.0,1.0,1.0,1.0,1.0,It looks like the AI is primarily trying to eat the power pills and catch the blue ghosts. ,3.0,Y,,,,Y,,,1.0,1.0,1.0,1.0,1.0,The AI was focused on avoiding the ghosts. ,4.0,Y,3.0,2.0,4.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,Y,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,2.0,4.0,Y,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,5.0,Y,3.0,3.0,4.0,3.0,,40.0,3569.25,719.75,4289.0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,5.0,5.0,5.0,2,3,0,2,1,3,10.0,-6.0,-2.0,15.0,2.0,3.0,3.25,3.0,3.0
64,185,50.0,1.0,,4.0,,Y,Y,,,Y,,4.0,0,,,Y,,Y,,-1.0,-1.0,-1.0,-1.0,-1.0,It appears that the agent was trying to consume the super pills to be able to consume the blue ghost.,6.0,,,,Y,,Y,,-1.0,-1.0,-1.0,-1.0,-1.0,It appears that the AI agent was travelling through the maze not only consuming normal pills but also the super pills to be able to consume the blue ghost.,6.0,,Y,Y,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,It appears the AI agent was travelling through the maze to consume as many pills as possible without encountering the ghost.,6.0,,4.0,4.0,4.0,4.0,The images were helpful because the were still snap shots which allow for the ability to analyze the positioning and flow of the agents strategy.,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,6.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,5.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,5.0,,4.0,4.0,4.0,4.0,"All went well, thank you. Practice makes perfect with the game of pacman .",15.0,501.85,158.46,660.3100000000001,1,0,0,1,0,0,0,0,1,1,0,0,1,0,-5.0,-5.0,-5.0,0,2,1,2,0,2,-10.0,-10.0,-10.0,-15.0,-30.0,4.0,4.0,0.0,0.0
65,186,43.0,2.0,,2.0,,Y,,,,,,4.0,2,Y,,,,Y,,1.0,1.0,1.0,1.0,1.0,The AI was trying to eat blue ghosts.,6.0,Y,,Y,,,,Y,1.0,1.0,1.0,1.0,1.0,"I think that the AI was going after cherrys when they appeared, but also trying to eat as many normal pills as possible.",6.0,Y,Y,,,,,,1.0,1.0,1.0,1.0,1.0,The AI was trying to avoid the ghosts.,5.0,Y,4.0,4.0,3.0,4.0,No,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,Y,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,Y,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,Y,5.0,4.0,3.0,4.0,No,25.0,415.49,211.56,627.05,1,1,1,0,0,0,0,0,1,1,0,0,1,0,5.0,5.0,5.0,1,1,2,2,0,2,9.99,10.0,10.0,15.0,29.990000000000002,3.75,4.0,3.0,3.0
66,187,41.0,1.0,,2.0,,,Y,,,,,3.0,2,Y,,,Y,,,-1.0,1.0,-1.0,-1.0,0.9,I think the strategy of the AI is to avoid the ghosts.  ,6.0,Y,Y,,Y,,,,1.0,-1.0,-1.0,-1.0,-1.0,The strategy of the AI is to eat the power pellet. ,6.0,Y,Y,,,Y,,,0.78,1.0,-1.0,1.0,-1.0,The strategy of the AI is to avoid the ghosts by going in the opposite directions. ,3.0,N,4.0,4.0,3.0,2.0,Thanks!,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,5.0,Y,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,5.0,Y,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,5.0,N,3.0,3.0,2.0,3.0,Some of the counterfactual images were not logical. ,35.0,315.15999999999997,116.83000000000001,431.99,0,0,1,1,1,1,1,1,1,1,0,0,1,0,-1.1,-3.0,0.78,2,2,3,2,0,2,-10.0,-10.0,-10.0,-3.3199999999999994,-30.0,3.25,2.75,2.0,2.0
67,190,59.0,2.0,,4.0,,,,,,Y,,4.0,0,,,Y,,Y,,-1.0,-1.0,-1.0,-1.0,-1.0,The AI agent is to eat the power pill and to eat as many of the blue ghosts as possible,6.0,,,,Y,,Y,,-1.0,-1.0,-1.0,-1.0,-1.0,"The AI agent's strategy is to eat the pills closest to the power pill, eat it and the ghosts who are near it

",6.0,,,Y,,Y,,,-1.0,-1.0,-1.0,-1.0,-1.0,The AI agent is to eat the dots and the power pill near the tunnel so it can quickly escape the ghosts.,4.0,,4.0,3.0,3.0,4.0,No,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,7.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,6.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,6.0,,4.0,3.0,3.0,4.0,No,15.0,1393.98,397.28,1791.26,1,0,0,1,0,0,1,0,0,1,0,0,1,0,-5.0,-5.0,-5.0,0,3,0,2,0,2,-10.0,-10.0,-10.0,-15.0,-30.0,3.5,3.5,0.0,0.0
68,192,34.0,1.0,,3.0,Y,Y,,,,,,5.0,2,,,,,Y,,1.0,1.0,1.0,1.0,1.0,"Besides the last picture that I don't really get, the AI seems to generally just trying to maximize how many blue ghosts are in its reach I guess.",4.0,Y,Y,,,,,,1.0,1.0,1.0,1.0,1.0,"I really have no idea what's going on in these, none of them really make sense to me. I don't see why any of the counterfactuals would change what it's doing.",1.0,Y,Y,,,Y,,,1.0,1.0,1.0,1.0,1.0,Again none of these made sense. Only one of the counterfactuals made sense where it was clear the position of pacman v the ghosts is what changed.,2.0,Y,3.0,3.0,3.0,3.0,The artifacts were pretty extreme for a lot of these. It was almost impossible to understand what was pacman v a ghost v multiple pacmans and etc.,-1.0,-1.0,-1.0,-1.0,-1.0,0.72,0.86,0.81,0.78,0.78,2.0,2.0,1.0,Y,0.9,0.79,0.95,0.57,0.74,1.0,0.56,0.8,0.65,-1.0,1.0,1.0,1.0,Y,0.78,0.74,0.81,0.83,0.94,0.86,0.73,0.89,0.64,0.93,2.0,2.0,1.0,Y,3.0,3.0,3.0,3.0,Just the same as before,40.0,405.2,296.26,701.46,1,1,0,0,0,1,1,1,1,0,1,1,0,1,5.0,5.0,5.0,2,2,2,1,2,3,-1.05,5.96,8.149999999999999,15.0,13.059999999999999,3.0,3.0,3.0,3.0
69,195,48.0,1.0,,3.0,,Y,Y,Y,Y,Y,,4.0,0,Y,,Y,,,,-1.0,-1.0,-1.0,-1.0,-1.0,I think the AI is trying to maneuver away from the ghosts and try to eat as many pills as possible.,5.0,,Y,,Y,,,,-1.0,-1.0,-1.0,-1.0,-1.0,"The strategy is a simple one, have pacman eat power pills and eat as many blue ghost along the way.",6.0,,Y,,,Y,,,-1.0,-1.0,-1.0,-1.0,-1.0,Pacman is trying to escape the ghosts by going on the other side of the labyrinth.,4.0,,4.0,5.0,5.0,4.0,I have no comment.,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,5.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,6.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,5.0,,4.0,5.0,5.0,4.0,I have no comment,35.0,337.37,114.90999999999998,452.28,0,0,1,1,1,1,1,1,1,1,0,0,0,1,-5.0,-5.0,-5.0,2,2,3,1,1,2,-10.0,-10.0,-10.0,-15.0,-30.0,4.5,4.5,0.0,0.0
71,204,40.0,2.0,,2.0,,Y,Y,,,Y,,4.0,1,Y,,,,,,1.0,0.99,0.96,0.97,0.99,It appears to me the primary action of the AI is to collect the power pills.  It does not give attention to collecting the regular pills but focuses its efforts towards eating ghosts after eating the power pills,6.0,Y,,,Y,,,,0.97,0.99,0.52,0.92,0.92,To me it appears the pacman is simply focused on collecting all the power pills.  in several of the frames it is eating a power pill with no ghosts around it and a power pill already activated. ,7.0,Y,Y,,,,,,0.38,1.0,0.99,0.97,0.96,I am not actually sure how to answer this.  In the frames the pacman is being collected by the ghosts and losing a life.  in my opinion the AI is simply focused on where it wants pacman to go and giving no thoughts about anything else.,3.0,Y,4.0,4.0,4.0,4.0,I would have liked to see more gameplay in the counterfactual images.  ,1.0,0.74,0.99,0.77,0.66,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,7.0,Y,-1.0,-1.0,-1.0,-1.0,-1.0,0.58,0.62,-1.0,-1.0,-1.0,1.0,2.0,5.0,Y,0.98,0.71,0.82,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,7.0,Y,4.0,3.0,5.0,4.0,"Again,  the game play on the counterfactual images did not show much movement but enough to help me make a decision. ",30.0,662.13,214.39999999999998,876.53,0,0,1,1,1,0,0,0,1,1,0,1,1,0,4.91,4.32,4.3,1,1,2,3,0,3,-0.8399999999999999,-6.8,-4.49,13.530000000000001,-12.129999999999999,4.0,4.0,3.0,3.0
72,206,35.0,1.0,,3.0,,Y,,,,,,5.0,0,,,Y,,Y,,-1.0,-1.0,-1.0,-1.0,-1.0,"In most of the images pacman is heading towards blue ghosts, had just ate them, or is heading away from or towards a power pill. It looks like the goal is to eat ghosts. ",5.0,,,Y,Y,,,,-1.0,-1.0,-1.0,-1.0,-1.0,"As we can see the ghosts are still blue in some images and pacman is still heading for a power pill so I think that is most important to him. It seems like pacman is still going after regular pills as it shows in most images, the ghosts are still alive so pacman isn't really going after them. ",3.0,,Y,Y,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,"I think the general strategy was to collect pills and avoid ghosts as there were multiple encounters with the ghosts that pacman barely edged away from. I chose pacman, that is the life of pacman, and the pills as the most important objects. ",1.0,,3.0,2.0,3.0,4.0,I'm not really sure if I should have provided more input or what 'pacman' meant on the object list. I assumed the life of pacman. ,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,6.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,2.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,6.0,,4.0,2.0,3.0,4.0,,30.0,523.2,150.78,673.98,1,0,0,1,0,0,0,0,1,1,1,1,1,1,-5.0,-5.0,-5.0,0,2,1,3,2,5,-10.0,-10.0,-10.0,-15.0,-30.0,3.0,3.25,0.0,0.0
73,207,35.0,2.0,,4.0,,,Y,,,,,4.0,1,,Y,,,,,0.99,1.0,1.0,1.0,1.0,"Seems to be mostly after the pills, I guess.",1.0,N,,,Y,,,,1.0,1.0,-1.0,-1.0,-1.0,Mostly seem trying to get power pills.,1.0,N,,,,Y,,,1.0,0.91,1.0,-1.0,1.0,Seemed mostly trying to avoid the ghosts.,1.0,N,1.0,3.0,3.0,3.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,N,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,1.0,N,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,1.0,N,1.0,3.0,3.0,3.0,,35.0,243.26999999999998,88.75999999999999,332.03,0,0,0,1,1,0,1,1,0,1,0,0,0,1,4.99,-1.0,2.91,2,2,0,1,1,2,-10.0,-10.0,-10.0,6.9,-30.0,2.5,2.5,0.0,0.0
74,209,35.0,2.0,,4.0,Y,,,,,,,2.0,0,,,Y,,Y,,-1.0,-1.0,-1.0,-1.0,-1.0,He seems to focus on power pills/eating blue ghosts,5.0,,,,Y,,Y,,-1.0,-1.0,-1.0,-1.0,-1.0,He seems to want to get the power pill and eat the blue ghosts,5.0,,,Y,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,"The AI seems to be focusing on avoiding ghosts, but it's not working out too well.",3.0,,4.0,4.0,4.0,4.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,6.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,5.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,7.0,,4.0,4.0,2.0,4.0,,20.0,128.20999999999998,64.47,192.67999999999998,1,0,0,1,0,0,0,0,0,1,0,1,1,0,-5.0,-5.0,-5.0,0,2,0,3,0,3,-10.0,-10.0,-10.0,-15.0,-30.0,4.0,3.5,0.0,0.0
75,213,31.0,1.0,,3.0,,Y,,,,,,2.0,1,,,,Y,Y,,1.0,1.0,1.0,0.96,1.0,"The AI appears to prioritize eating blue ghosts. It changes it's movements based on the quickest route to encounter a fleeing blue ghost. But in one image, it runs away from normal ghosts. ",4.0,Y,,Y,,Y,,,1.0,1.0,1.0,1.0,1.0,"It appears this Ai does not care about getting power pills or eating blue ghosts, but merely to eat normal pills while running away from normal ghosts. It plays a safe strategy of not getting too close to ghosts.",2.0,Y,,,,Y,,,1.0,1.0,1.0,1.0,1.0,"I couldn't tell what Pacman was doing in many of the counterfactual images, but it seems to be a repeat of the same strategy of the previous AI. It runs from normal ghosts, although it seems to play more recklessly because the normal ghosts are frequently close to Pacman.",1.0,Y,2.0,2.0,2.0,3.0,The counterfactual images were very blurry and often had no detail at all. ,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,7.0,Y,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,5.0,Y,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,7.0,Y,2.0,2.0,2.0,3.0,,30.0,609.62,133.18,742.8,1,0,0,0,0,0,1,1,0,1,0,1,1,0,4.96,5.0,5.0,1,2,0,3,0,3,-10.0,-10.0,-10.0,14.96,-30.0,2.25,2.25,3.0,3.0
76,215,45.0,2.0,,4.0,,Y,Y,Y,,,,4.0,0,Y,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,this AI used the power pills to eat the ghosts and then concentrated on getting as many regular pills as possible,3.0,,Y,Y,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,The Ai avoided the ghost by outrunning them while consuming as many regular pills as possible,4.0,,Y,Y,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,The Ai used the right screen- left screen tunnels to avoid ghosts while eating as many regular pills as possible,5.0,,4.0,4.0,5.0,5.0,Have a nice day,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,5.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,4.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,6.0,,4.0,3.0,4.0,4.0,none,15.0,517.72,206.93,724.6500000000001,0,0,1,0,0,1,0,0,1,0,1,0,1,0,-5.0,-5.0,-5.0,0,0,3,1,1,2,-10.0,-10.0,-10.0,-15.0,-30.0,4.5,3.75,0.0,0.0
77,216,35.0,2.0,,3.0,,Y,Y,,,,,4.0,2,Y,,,,Y,,1.0,1.0,1.0,1.0,1.0,As the ghosts are blue it seems the AI is trying to move Pacman into them when they are nearby. So the AI is taking Pacman to the closest ghost he can get to. When a ghost isn't that close the AI just has Pacman maneuvering through the labyrinth as usual. ,5.0,Y,Y,Y,,,,,1.0,1.0,1.0,1.0,1.0,It seems the AI is trying to get all the pills and is deciding which way to move Pacman based on where there are still pills available nearby.,5.0,Y,Y,,,Y,,,1.0,1.0,1.0,1.0,1.0,The AI is trying to avoid being eaten by the ghosts. The AI is often trying to use the tunnels to get Pacman to the other side of the screen to avoid them.,5.0,Y,4.0,3.0,4.0,4.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,4.0,Y,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,Y,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,2.0,3.0,Y,4.0,3.0,4.0,4.0,,45.0,1052.46,402.02,1454.48,1,1,1,0,0,1,1,1,1,1,1,1,0,1,5.0,5.0,5.0,2,2,3,2,2,4,-10.0,6.0,-2.0,15.0,-6.0,3.75,3.75,3.0,3.0
